Trade_ID;Time;Day;Items1;Items2;All_Items;Items1_Owner;Items2_Owner;League_ID;Draft_Rounds;Total_Rosters;Total_Players;Start_Players;Rec_Bonus;Rec_Bonus_TE;Pass_TD
825140387361476608;1651093457929;44678.8780;"2022-05.04; 2022-08.09";"2022-05.09; 2022-07.08";"2022-05.04; 2022-08.09; 2022-05.09; 2022-07.08";510598638741876736;657613719169212416;816237635830935552;30;12;27;10;1.00;0.50;4.0
824695458520760320;1651092536329;44678.8673;"2022-01.07; 2022-02.12; 2022-02.14";"2022-01.14; 2022-01.11";"2022-01.07; 2022-02.12; 2022-02.14; 2022-01.14; 2022-01.11";384213636249370624;413118803921084416;784462745146929152;4;14;27;10;1.00;0.75;6.0
825135742153019392;1651090241790;44678.8408;"2022-13.06; 2022-20.07; 2022-03.06";"2022-04.09; 2022-08.09";"2022-13.06; 2022-20.07; 2022-03.06; 2022-04.09; 2022-08.09";12;9;822567063041224704;33;12;33;13;1.00;0.25;6.0
825104196603891712;1651089451349;44678.8316;"2023-02; 2024-02";"2022-03.11; 2022-04.01; 2022-04.07; 2022-03.05; 2022-04.05";"2023-02; 2024-02; 2022-03.11; 2022-04.01; 2022-04.07; 2022-03.05; 2022-04.05";387414231164665856;762136792085667840;796128414644944896;5;12;25;10;1.00;0.00;6.0
825128595650400256;1651089123639;44678.8278;2022-01.07;2023-01;"2022-01.07; 2023-01";77230384135684096;603632584265629696;774628710849589248;4;12;30;12;1.00;1.00;6.0
825107515695030272;1651088817953;44678.8243;2024-03;"2022-04.03; 2022-04.10";"2024-03; 2022-04.03; 2022-04.10";74564830547558400;332362357747515392;784914067222618112;5;12;21;9;1.00;0.00;4.0
825119863038132224;1651087422329;44678.8081;2023-01;"2022-02.02; 2022-01.10";"2023-01; 2022-02.02; 2022-01.10";459273500473946112;344546976429256704;785647017534943232;4;12;25;11;1.00;0.50;4.0
824503714214690816;1651087070472;44678.8041;2023-01;2022-01.10;"2023-01; 2022-01.10";465148395460227072;679466765285138432;784479052269535232;5;12;23;10;1.00;0.50;4.0
825117979648864256;1651087062648;44678.8040;2024-03;"2022-05.02; 2024-04";"2024-03; 2022-05.02; 2024-04";340237356529422336;714575449325395968;784479052269535232;5;12;23;10;1.00;0.50;4.0
825108226600173568;1651084326915;44678.7723;2023-01;2022-01.07;"2023-01; 2022-01.07";78400556225675264;77230384135684096;785590344631857152;5;12;22;10;1.00;0.50;6.0
825105705819299840;1651083073334;44678.7578;"2022-01.08; 2022-02.08; 2022-03.08; 2022-04.08; 2022-05.08";"2022-01.05; 2024-02; 2024-03";"2022-01.08; 2022-02.08; 2022-03.08; 2022-04.08; 2022-05.08; 2022-01.05; 2024-02; 2024-03";800532770962120704;799881076012060672;821569192120688640;5;12;28;12;1.00;1.00;4.0
825093189617684480;1651080682437;44678.7301;"2022-02.05; 2022-01.11; 2022-01.04";2022-01.01;"2022-02.05; 2022-01.11; 2022-01.04; 2022-01.01";461598569401413632;663953745977094144;784401531431735296;4;12;26;11;1.00;0.50;4.0
825087312626065408;1651078944968;44678.7100;"2022-13.07; 2022-15.07; 2022-07.07";"2022-12.12; 2022-14.12; 2022-08.12";"2022-13.07; 2022-15.07; 2022-07.07; 2022-12.12; 2022-14.12; 2022-08.12";653646041530306560;821053515861450752;819701237288116224;30;12;28;11;1.00;1.50;4.0
825071255341330432;1651078672740;44678.7069;2022-08.08;2023-01;"2022-08.08; 2023-01";374428969287749632;719411050931384320;819701237288116224;30;12;28;11;1.00;1.50;4.0
825084299110916096;1651078201299;44678.7014;"2022-05.09; 2022-07.09";"2022-04.01; 2022-08.05";"2022-05.09; 2022-07.09; 2022-04.01; 2022-08.05";510598638741876736;561921312267051008;816237635830935552;30;12;27;10;1.00;0.50;4.0
825075191435608064;1651076437109;44678.6810;"2023-01; 2023-02";"2022-01.06; 2023-03";"2023-01; 2023-02; 2022-01.06; 2023-03";589512319352999936;589572215930925056;785772599706824704;5;12;23;10;1.00;0.00;6.0
824974953249107968;1651076353373;44678.6800;2022-01.06;"2022-02.08; 2022-01.11";"2022-01.06; 2022-02.08; 2022-01.11";608448414845333504;11;784403966464274432;3;12;27;10;1.00;1.00;6.0
824997862080368640;1651076179933;44678.6780;2023-01;"2022-01.14; 2022-03.01";"2023-01; 2022-01.14; 2022-03.01";425035422519787520;450098992328470528;784541670921404416;4;14;30;9;1.00;0.00;4.0
825064694371958784;1651075348421;44678.6684;2023-04;2022-26.05;"2023-04; 2022-26.05";814564277905104896;323927372552216576;821134742794674176;38;12;35;17;1.00;1.00;6.0
825046352663781376;1651073966120;44678.6524;"2022-12.07; 2022-04.07; 2022-08.07; 2023-01";2022-02.02;"2022-12.07; 2022-04.07; 2022-08.07; 2023-01; 2022-02.02";514652566785216512;9;822567063041224704;33;12;33;13;1.00;0.25;6.0
812728409577906176;1651072138868;44678.6312;2022-01.10;"2022-02.02; 2022-02.12";"2022-01.10; 2022-02.02; 2022-02.12";197790836929339392;454153309167546368;784889184358920192;5;12;26;11;1.00;0.50;4.0
825058890684149760;1651072046502;44678.6302;2022-01.10;"2022-02.11; 2022-02.03";"2022-01.10; 2022-02.11; 2022-02.03";11;455148437952786432;784858942240063488;5;12;25;9;0.00;1.50;4.0
825052206922309632;1651070697127;44678.6146;2022-01.01;"2022-02.11; 2022-01.02";"2022-01.01; 2022-02.11; 2022-01.02";458718382951231488;634241696284205056;784151761773568000;5;12;26;10;1.00;0.00;4.0
818634566507012096;1651070656605;44678.6141;"2022-02.06; 2022-02.02";2022-01.09;"2022-02.06; 2022-02.02; 2022-01.09";389953263664893952;457926013989416960;784525530052558848;4;12;29;10;1.00;0.75;6.0
825044294405599232;1651068684236;44678.5913;2022-02.12;"2022-10.12; 2023-02; 2023-03; 2024-01";"2022-02.12; 2022-10.12; 2023-02; 2023-03; 2024-01";733980060788355072;738009973853995008;822567063041224704;33;12;33;13;1.00;0.25;6.0
824992356318150656;1651068664935;44678.5910;"2022-02.05; 2022-02.02";"2022-01.11; 2022-02.12";"2022-02.05; 2022-02.02; 2022-01.11; 2022-02.12";438471795964637184;536639130300280832;784932680562286592;5;12;47;25;0.00;1.00;6.0
825032688988708864;1651066827402;44678.5698;"2023-02; 2023-03; 2023-04";2022-02.03;"2023-02; 2023-03; 2023-04; 2022-02.03";416087311512514560;416083636933103616;785501669243887616;5;12;25;10;1.00;0.00;4.0
824845641237790720;1651063562623;44678.5320;"2023-01; 2022-04.01";2022-01.05;"2023-01; 2022-04.01; 2022-01.05";589512319352999936;589572215930925056;785772599706824704;5;12;23;10;1.00;0.00;6.0
825014043625488384;1651063308167;44678.5290;"2022-15.12; 2022-25.12";"2022-18.11; 2022-19.02; 2023-03";"2022-15.12; 2022-25.12; 2022-18.11; 2022-19.02; 2023-03";414959870966513664;605986546176327680;821032948932382720;31;12;27;11;0.00;2.00;6.0
824985024234385408;1651054862984;44678.4313;"2022-01.03; 2022-03.03; 2023-02; 2022-03.02; 2022-01.06";"2022-01.01; 2022-02.01; 2022-04.11; 2023-02; 2022-02.12; 2022-04.04";"2022-01.03; 2022-03.03; 2023-02; 2022-03.02; 2022-01.06; 2022-01.01; 2022-02.01; 2022-04.11; 2023-02; 2022-02.12; 2022-04.04";457234135140790272;460851667730952192;784365096242704384;4;12;23;11;1.00;1.00;6.0
824926041981177856;1651053006494;44678.4098;2022-01.11;2023-01;"2022-01.11; 2023-01";453609680942395392;8;784444447495757824;5;12;32;12;1.00;1.00;6.0
824904628155031552;1651052890489;44678.4085;2022-01.07;2023-01;"2022-01.07; 2023-01";664022488577011712;568246579236323328;787700743653150720;3;14;22;10;1.00;0.50;5.0
822401389404741632;1651042419658;44678.2873;2022-02.07;2023-02;"2022-02.07; 2023-02";414510596155785216;86267496768094208;784493992824938496;5;12;26;10;1.00;0.50;6.0
824481943071588352;1651039886298;44678.2579;"2023-01; 2023-02";2022-01.08;"2023-01; 2023-02; 2022-01.08";576314495298375680;570808510337114112;794767932642140160;4;12;26;10;1.00;0.00;6.0
824350504489455616;1651033381216;44678.1827;2022-01.01;"2023-01; 2023-01; 2023-02";"2022-01.01; 2023-01; 2023-01; 2023-02";181918190702837760;483823418840444928;784512439696867328;5;12;27;12;1.00;2.00;6.0
824888877826281472;1651031445434;44678.1602;2022-01.05;"2022-02.01; 2022-02.02";"2022-01.05; 2022-02.01; 2022-02.02";471146060299890688;446021812099215360;812455209929416704;3;12;27;12;1.00;1.00;6.0
824693654697414656;1651028170344;44678.1223;"2022-20.03; 2022-21.10; 2022-22.03";2022-17.05;"2022-20.03; 2022-21.10; 2022-22.03; 2022-17.05";470234428858167296;444500147628404736;820464433150136320;28;12;25;10;1.00;0.50;6.0
824854593442811904;1651027465544;44678.1142;"2022-14.09; 2022-03.08";"2022-06.09; 2022-11.06";"2022-14.09; 2022-03.08; 2022-06.09; 2022-11.06";745816292921266176;802238570218774528;820923653079293952;30;12;26;11;1.00;0.50;5.0
824860460678479872;1651025918840;44678.0963;2022-01.02;"2022-04.01; 2022-01.11; 2022-01.07";"2022-01.02; 2022-04.01; 2022-01.11; 2022-01.07";463369647731765248;359361294333308928;784521137076969472;6;12;30;10;1.00;0.50;6.0
824626217721368576;1651025523253;44678.0917;2022-02.01;"2022-03.08; 2022-02.06; 2022-03.06";"2022-02.01; 2022-03.08; 2022-02.06; 2022-03.06";436001706573033472;432707902789124096;784459261378961408;3;12;25;10;1.00;0.00;4.0
824860421126217728;1651025243909;44678.0885;2023-01;2022-01.03;"2023-01; 2022-01.03";459273500473946112;675592425405771776;785647017534943232;4;12;25;11;1.00;0.50;4.0
824849033280491520;1651024780642;44678.0831;2022-02.03;"2022-02.08; 2022-03.04";"2022-02.03; 2022-02.08; 2022-03.04";191965163073572864;208043361506959360;784457526027636736;4;12;24;12;0.50;0.50;4.0
824857740064178176;1651024182973;44678.0762;"2022-01.07; 2022-01.08";2022-01.03;"2022-01.07; 2022-01.08; 2022-01.03";343489749094264832;453115197217828864;785316969451769856;4;12;27;12;1.00;0.75;6.0
824835836666298368;1651019122803;44678.0176;"2022-14.08; 2023-02";2022-09.12;"2022-14.08; 2023-02; 2022-09.12";394089112279224320;662434097070702592;820923653079293952;30;12;26;11;1.00;0.50;5.0
824815376637501440;1651018866500;44678.0147;"2022-01.02; 2022-02.02";2022-01.01;"2022-01.02; 2022-02.02; 2022-01.01";445021877551755264;445009141493133312;784484669977665536;3;12;26;10;1.00;0.00;6.0
824831085501329408;1651018076182;44678.0055;"2023-01; 2023-03";"2022-01.07; 2023-04";"2023-01; 2023-03; 2022-01.07; 2023-04";301062925001428992;214153604854968320;784655161162391552;5;12;24;10;1.00;0.50;6.0
824824245921091584;1651016260700;44677.9845;"2022-15.08; 2022-19.08; 2023-01; 2023-03";"2022-09.08; 2022-09.09";"2022-15.08; 2022-19.08; 2023-01; 2023-03; 2022-09.08; 2022-09.09";662434097070702592;581933533807816704;820923653079293952;30;12;26;11;1.00;0.50;5.0
824823996951420928;1651016052874;44677.9821;"2022-19.12; 2022-20.01; 2022-22.01; 2022-23.12";"2022-16.07; 2022-17.06";"2022-19.12; 2022-20.01; 2022-22.01; 2022-23.12; 2022-16.07; 2022-17.06";598243067018944512;76432220856139776;800555164506365952;35;12;32;12;1.00;0.75;6.0
824822368366071808;1651015528942;44677.9760;"2022-14.08; 2022-09.05";"2022-10.01; 2022-13.01";"2022-14.08; 2022-09.05; 2022-10.01; 2022-13.01";662434097070702592;601116419442139136;820923653079293952;30;12;26;11;1.00;0.50;5.0
824797464258265088;1651010905743;44677.9225;2023-03;2022-03.06;"2023-03; 2022-03.06";376241578660028416;398608367200800768;785045315161092096;4;12;30;10;1.00;0.00;4.0
824799353653800960;1651010010329;44677.9122;"2022-49.02; 2022-50.11; 2022-51.02";2022-49.03;"2022-49.02; 2022-50.11; 2022-51.02; 2022-49.03";769547784184516608;720751623680385024;807413658274594816;51;12;43;23;1.00;0.50;6.0
824789729303203840;1651007763261;44677.8861;"2022-03.13; 2022-03.09";2022-03.03;"2022-03.13; 2022-03.09; 2022-03.03";469592111503634432;471794389216129024;784897505530892288;5;14;35;11;1.00;0.50;6.0
824654394124533760;1651007632247;44677.8846;2022-11.03;"2023-02; 2023-02";"2022-11.03; 2023-02; 2023-02";379664137690546176;800532770962120704;821569192120688640;33;12;28;12;1.00;1.00;4.0
824784469423689728;1651006682444;44677.8736;"2022-02.08; 2022-05.08";"2022-02.12; 2022-04.01";"2022-02.08; 2022-05.08; 2022-02.12; 2022-04.01";666027421786529792;510598638741876736;816237635830935552;30;12;27;10;1.00;0.50;4.0
824783368540524544;1651006589372;44677.8726;"2022-12.03; 2022-05.08";"2022-10.02; 2022-13.01";"2022-12.03; 2022-05.08; 2022-10.02; 2022-13.01";714921858776002560;785085554000801792;802698096864772096;27;12;27;12;1.00;0.50;4.0
824770029257080832;1651003508977;44677.8369;"2022-24.09; 2022-25.06; 2022-26.09";2022-19.09;"2022-24.09; 2022-25.06; 2022-26.09; 2022-19.09";608689935637098496;755586607729655808;818309780551602176;27;14;23;11;1.00;1.00;5.0
824768815551315968;1651003392476;44677.8356;2022-01.06;"2022-01.11; 2022-02.12";"2022-01.06; 2022-01.11; 2022-02.12";430550129229975552;438471795964637184;784932680562286592;5;12;47;25;0.00;1.00;6.0
824686746196385792;1651002729638;44677.8279;2022-04.07;"2022-05.08; 2022-05.01; 2022-04.11";"2022-04.07; 2022-05.08; 2022-05.01; 2022-04.11";302258809022205952;476057956777979904;784685584953233408;5;12;24;11;1.00;1.00;6.0
824757004139601920;1650999920631;44677.7954;2022-03.10;2022-03.09;"2022-03.10; 2022-03.09";300735007830310912;333532667842670592;785386251372122112;8;12;26;11;0.50;0.00;4.0
824643595758866432;1650999625648;44677.7920;"2022-01.04; 2023-01; 2023-03";"2022-02.07; 2022-01.01";"2022-01.04; 2023-01; 2023-03; 2022-02.07; 2022-01.01";472329344316862464;546824666736267264;787433811809042432;4;12;26;10;1.00;0.75;6.0
824753189835386880;1650999400518;44677.7894;"2023-03; 2022-01.04";"2022-02.01; 2023-01";"2023-03; 2022-01.04; 2022-02.01; 2023-01";479451902593986560;326083315062804480;799101893715542016;4;12;25;10;1.00;0.00;6.0
824752877879787520;1650999122775;44677.7861;"2022-19.11; 2022-09.06";"2022-12.05; 2022-18.05; 2023-02";"2022-19.11; 2022-09.06; 2022-12.05; 2022-18.05; 2023-02";581933533807816704;662434097070702592;820923653079293952;30;12;26;11;1.00;0.50;5.0
824749491293900800;1650998356935;44677.7773;"2022-05.03; 2022-05.10; 2022-04.05";2023-03;"2022-05.03; 2022-05.10; 2022-04.05; 2023-03";9;442057481280024576;786291640116613120;5;12;25;10;0.50;0.50;6.0
824743182171475968;1650997382822;44677.7660;2022-01.03;"2022-01.09; 2023-02";"2022-01.03; 2022-01.09; 2023-02";464639894459772928;701525583653314560;800124362534522880;6;12;26;14;1.00;0.00;6.0
824744774438338560;1650997050742;44677.7622;"2022-10.03; 2022-11.10; 2022-09.10";"2022-10.09; 2022-12.09; 2022-08.09";"2022-10.03; 2022-11.10; 2022-09.10; 2022-10.09; 2022-12.09; 2022-08.09";676613795111563264;468951886263742464;784368047250087936;30;12;25;10;1.00;0.50;6.0
824738362391887872;1650995791370;44677.7476;"2022-01.04; 2022-02.07";"2022-01.03; 2022-03.03";"2022-01.04; 2022-02.07; 2022-01.03; 2022-03.03";336696779942662144;339189061426102272;784073502645960704;5;12;24;11;0.50;0.50;5.0
824737413111869440;1650995547478;44677.7448;"2022-04.07; 2022-04.03";2022-03.06;"2022-04.07; 2022-04.03; 2022-03.06";461699081224318976;461699568346591232;784381347409047552;5;12;29;10;1.00;0.50;6.0
824690470134325248;1650985817330;44677.6321;2022-01.02;"2022-01.03; 2022-03.03";"2022-01.02; 2022-01.03; 2022-03.03";568961036990308352;343489749094264832;785316969451769856;4;12;27;12;1.00;0.75;6.0
824498128941092864;1650983063313;44677.6003;2023-01;2022-07.01;"2023-01; 2022-07.01";464308913794183168;679586258808315904;805124415594541056;49;12;44;22;1.00;0.75;6.0
824534693616652288;1650982996041;44677.5995;"2022-01.01; 2023-02; 2022-02.07";"2023-01; 2022-01.02";"2022-01.01; 2023-02; 2022-02.07; 2023-01; 2022-01.02";722892076575965184;78604052292059136;817618601375801344;3;12;26;10;1.00;0.50;6.0
824674306222059520;1650980489715;44677.5705;2022-01.07;2022-01.09;"2022-01.07; 2022-01.09";601116419442139136;745816292921266176;820923653079293952;30;12;26;11;1.00;0.50;5.0
824675306248970240;1650980461935;44677.5702;"2022-06.08; 2022-05.09";"2022-10.10; 2022-02.03";"2022-06.08; 2022-05.09; 2022-10.10; 2022-02.03";703378894190886912;620030048228950016;822567063041224704;33;12;33;13;1.00;0.25;6.0
824654076615692288;1650976493746;44677.5242;"2022-92.06; 2022-27.01; 2022-95.01";"2022-80.06; 2022-94.06";"2022-92.06; 2022-27.01; 2022-95.01; 2022-80.06; 2022-94.06";648288789285937152;681186410048360448;812745338996793344;100;12;101;21;1.00;1.00;6.0
824525478110031872;1650971784140;44677.4697;"2022-44.08; 2022-45.05";2022-43.11;"2022-44.08; 2022-45.05; 2022-43.11";451168147169341440;567779702859083776;795004725463453696;46;12;42;18;1.00;0.00;4.0
824415907760668672;1650952170021;44677.2427;"2022-01.11; 2022-14.11; 2022-03.02";"2022-01.05; 2022-13.08; 2022-06.05";"2022-01.11; 2022-14.11; 2022-03.02; 2022-01.05; 2022-13.08; 2022-06.05";510598638741876736;464960494856302592;816237635830935552;30;12;27;10;1.00;0.50;4.0
824029108815106048;1650946357698;44677.1754;2022-01.11;2023-01;"2022-01.11; 2023-01";334696637668548608;394377505110286336;784509213811601408;4;12;23;9;1.00;0.50;4.0
824483872870871040;1650943053486;44677.1372;2023-03;"2022-24.12; 2022-25.01; 2022-26.12; 2022-27.01";"2023-03; 2022-24.12; 2022-25.01; 2022-26.12; 2022-27.01";561350834872299520;330117952344981504;819993931851894784;28;12;25;10;1.00;1.00;6.0
824513412565417984;1650942902950;44677.1355;2022-29.05;"2022-29.08; 2022-30.05";"2022-29.05; 2022-29.08; 2022-30.05";557618663302696960;433005401915518976;820010600682881024;38;12;33;13;1.00;0.75;5.0
824515076273860608;1650942391917;44677.1295;"2022-02.05; 2022-03.09; 2022-02.03";"2022-01.10; 2024-04";"2022-02.05; 2022-03.09; 2022-02.03; 2022-01.10; 2024-04";721521346726686720;730944184869036032;786614113727070208;4;12;25;11;1.00;0.75;4.0
824487630136811520;1650942021960;44677.1253;"2023-01; 2023-02";2022-01.08;"2023-01; 2023-02; 2022-01.08";576314495298375680;464302032010866688;796866196094947328;4;12;21;11;1.00;0.50;6.0
824513588961079296;1650941902486;44677.1239;2022-02.07;2022-01.03;"2022-02.07; 2022-01.03";348992668279496704;381305236440014848;784438655908454400;5;12;30;10;1.00;0.50;6.0
824500008316448768;1650941460946;44677.1188;"2022-03.02; 2022-03.04";2022-02.08;"2022-03.02; 2022-03.04; 2022-02.08";630552729529462784;3;785213613026746368;4;12;28;11;1.00;0.00;4.0
824502880198340608;1650940919669;44677.1125;"2024-03; 2024-04";2022-03.01;"2024-03; 2024-04; 2022-03.01";571915211483000832;434958890895929344;785230432202588160;4;12;26;9;0.50;0.50;4.0
824507837236518912;1650940550087;44677.1082;2023-01;2022-06.11;"2023-01; 2022-06.11";585729943606956032;4;784368047250087936;30;12;25;10;1.00;0.50;6.0
824502667136045056;1650939516102;44677.0963;"2023-01; 2024-01";"2022-01.03; 2022-03.01; 2023-03";"2023-01; 2024-01; 2022-01.03; 2022-03.01; 2023-03";700193518722834432;563988649474424832;784430090267283456;4;12;24;11;0.00;1.50;6.0
824499041445486592;1650938611754;44677.0858;"2022-02.10; 2022-02.09";2022-02.06;"2022-02.10; 2022-02.09; 2022-02.06";553368468680138752;471794389216129024;784897505530892288;5;14;35;11;1.00;0.50;6.0
824467739279208448;1650937923450;44677.0778;2022-01.06;"2022-03.12; 2023-03; 2022-01.08";"2022-01.06; 2022-03.12; 2023-03; 2022-01.08";455961713162842112;446829597619646464;785543628197142528;4;14;24;14;1.00;1.00;6.0
824494064496906240;1650937223232;44677.0697;2022-02.02;"2022-02.08; 2022-02.06";"2022-02.02; 2022-02.08; 2022-02.06";471794389216129024;553368468680138752;784897505530892288;5;14;35;11;1.00;0.50;6.0
824489135564763136;1650936322376;44677.0593;"2022-12.04; 2022-07.09";2022-06.09;"2022-12.04; 2022-07.09; 2022-06.09";676613795111563264;474292762674458624;784368047250087936;30;12;25;10;1.00;0.50;6.0
824460239737815040;1650936278863;44677.0588;"2022-01.11; 2022-01.10";2022-01.05;"2022-01.11; 2022-01.10; 2022-01.05";447083260065869824;471794389216129024;784897505530892288;5;14;35;11;1.00;0.50;6.0
824481829544378368;1650934384457;44677.0369;2022-04.02;2023-03;"2022-04.02; 2023-03";79628700999892992;78921017145573376;784835520919408640;5;12;23;10;0.50;0.50;6.0
824448061953638400;1650933599744;44677.0278;"2022-05.13; 2022-05.04; 2022-04.10; 2022-04.06; 2022-05.06";"2023-04; 2023-05; 2023-05; 2024-04; 2023-05";"2022-05.13; 2022-05.04; 2022-04.10; 2022-04.06; 2022-05.06; 2023-04; 2023-05; 2023-05; 2024-04; 2023-05";454459517707481088;359939825618661376;784945294461747200;5;14;25;10;1.00;0.50;6.0
824476871738634240;1650933142051;44677.0225;2023-01;"2022-01.11; 2022-03.06";"2023-01; 2022-01.11; 2022-03.06";425035422519787520;425044815374192640;784541670921404416;4;14;30;9;1.00;0.00;4.0
824466705190350848;1650930931436;44676.9969;"2023-01; 2023-02";2022-01.08;"2023-01; 2023-02; 2022-01.08";576314495298375680;729107610384572416;789250046506946560;5;12;25;10;1.00;0.00;6.0
824312041195048960;1650930714312;44676.9944;2022-02.05;2023-02;"2022-02.05; 2023-02";791789572613869568;702228457089761280;791380217653497856;4;12;26;10;1.00;0.00;4.0
824466134907613184;1650930618142;44676.9933;"2022-01.07; 2022-02.09";"2022-02.03; 2023-01; 2023-02";"2022-01.07; 2022-02.09; 2022-02.03; 2023-01; 2023-02";729107610384572416;576314495298375680;796137273337978880;5;12;25;10;1.00;0.00;6.0
824459332732190720;1650928967451;44676.9742;2023-01;2022-01.05;"2023-01; 2022-01.05";330895828199669760;414868595961503744;784546917882462208;5;12;26;11;1.00;0.50;6.0
824420850655666176;1650928019376;44676.9632;"2022-11.10; 2022-09.10";2022-07.07;"2022-11.10; 2022-09.10; 2022-07.07";461699081224318976;804937403319046144;818167942037471232;34;12;30;10;0.50;1.00;5.0
824446676163993600;1650927852045;44676.9613;"2022-06.06; 2022-07.07";"2022-06.12; 2022-07.01";"2022-06.06; 2022-07.07; 2022-06.12; 2022-07.01";644818031511408640;4;784368047250087936;30;12;25;10;1.00;0.50;6.0
